0,0.17469,0.7292,0.41817,0.12799,0.48309,0.73114,0.9859,0.53935,0.87226,0.021786,0.17267,0.83052,0.85436,0.93274,0.61074,0.11,0.34512,0.89929,0.21945,0.1335,0.97015,0.035308,0.43439,0.091116,0.23374,0.19207,0.79476,0.55069,0.55693,0.38913,0.32063,0.9955,0.99432,0.81377,0.97776,0.43308,0.90029,0.51721,0.27244,0.55541,0.47436,0.44533,0.30674,0.91625,0.078392,0.29305,0.30481,0.6763,0.32652,0.50279,0.091115,0.32138,0.51584,0.04557,0.37322,0.82271,0.62638,0.39429,0.77581,0.68577
0.17469,0,0.49117,0.36012,0.031687,0.073014,0.93419,0.11586,0.73019,0.82394,0.5562,0.96376,0.39128,0.84553,0.86571,0.80943,0.80204,0.55593,0.66377,0.41428,0.33825,0.64338,0.12168,0.60624,0.79598,0.084456,0.5063,0.31146,0.92111,0.14686,0.30367,0.17068,0.16289,0.37714,0.17124,0.70119,0.50117,0.6639,0.999,0.38858,0.71268,0.79915,0.89844,0.31973,0.52912,0.2963,0.96414,0.59768,0.70719,0.454,0.37588,0.82969,0.63072,0.7206,0.84202,0.53671,0.38536,0.46883,0.97228,0.26111,0.94667
0.7292,0.49117,0,0.11362,0.2248,0.76502,0.71762,0.52387,0.80059,0.2758,0.23754,0.88059,0.26306,0.78915,0.097843,0.88543,0.38988,0.71319,0.7167,0.28327,0.090852,0.4096,0.56717,0.88905,0.11612,0.35285,0.22144,0.38873,0.066643,0.88356,0.85323,0.8535,0.9133,0.38103,0.57556,0.12161,0.67524,0.81055,0.16122,0.70522,0.98687,0.82583,0.50237,0.23053,0.97167,0.75284,0.36294,0.50549,0.17362,0.66541,0.89323,0.27981,0.70844,0.71886,0.80565,0.062132,0.53129,0.48613,0.35793,0.055821,0.71504
0.41817,0.36012,0.11362,0,0.13651,0.48302,0.4764,0.10325,0.84996,0.475,0.36348,0.60141,0.77361,0.15017,0.13381,0.72447,0.57164,0.36079,0.20567,0.45164,0.91239,0.2264,0.98984,0.58887,0.0050879,0.13314,0.49057,0.2339,0.96329,0.068198,0.57083,0.35447,0.60731,0.66939,0.067773,0.81523,0.76014,0.86564,0.17126,0.42955,0.48461,0.3739,0.91892,0.88607,0.2643,0.78481,0.18118,0.16902,0.50463,0.32392,0.18286,0.049111,0.88941,0.055654,0.052625,0.60367,0.044461,0.86631,0.5298,0.36238,0.24544
0.12799,0.031687,0.2248,0.13651,0,0.16872,0.58934,0.086141,0.47081,0.066855,0.42251,0.021648,0.83317,0.61613,0.67327,0.55507,0.14652,0.16922,0.82454,0.74757,0.6606,0.61952,0.35881,0.75088,0.016963,0.4638,0.42919,0.45526,0.86486,0.33134,0.35056,0.53066,0.22275,0.12591,0.9729,0.73309,0.51735,0.90143,0.15869,0.59388,0.74633,0.2916,0.93271,0.48729,0.50832,0.71323,0.59262,0.80958,0.53188,0.36893,0.11582,0.54422,0.4324,0.40133,0.89241,0.11074,0.9913,0.81772,0.75438,0.20473,0.18514
0.48309,0.073014,0.76502,0.48302,0.16872,0,0.71384,0.55755,0.86438,0.011296,0.63487,0.18179,0.26932,0.17596,0.41512,0.69471,0.50576,0.65022,0.68559,0.228,0.58401,0.85808,0.92061,0.41193,0.56912,0.094997,0.0060082,0.93903,0.048364,0.026604,0.52058,0.34034,0.69158,0.41663,0.23326,0.93187,0.64234,0.94149,0.27729,0.31194,0.53308,0.37456,0.11495,0.041079,0.48643,0.098723,0.48817,0.65241,0.53616,0.69426,0.40235,0.7949,0.96334,0.89119,0.75134,0.18379,0.47548,0.60838,0.36119,0.68387,0.26087
0.73114,0.93419,0.71762,0.4764,0.58934,0.71384,0,0.91831,0.63425,0.83993,0.8469,0.29883,0.74736,0.46344,0.51018,0.54931,0.94555,0.33776,0.72848,0.06604,0.15444,0.89806,0.46681,0.86876,0.96013,0.71426,0.19593,0.81846,0.65933,0.28064,0.31595,0.89334,0.70301,0.12634,0.88757,0.097548,0.1124,0.65072,0.73073,0.72771,0.99112,0.98673,0.7378,0.71193,0.49672,0.42306,0.24621,0.53655,0.41575,0.38965,0.68124,0.54093,0.54663,0.55103,0.91671,0.50771,0.92848,0.56821,0.21564,0.12139,0.078525
0.9859,0.11586,0.52387,0.10325,0.086141,0.55755,0.91831,0,0.22079,0.097081,0.87144,0.54329,0.61617,0.044178,0.0047751,0.40822,0.90116,0.52289,0.74617,0.069694,0.58888,0.60175,0.4516,0.65091,0.12373,0.36743,0.75873,0.40871,0.90341,0.20662,0.49166,0.11611,0.94956,0.5086,0.65055,0.76344,0.20952,0.38354,0.66489,0.34432,0.12273,0.4333,0.66182,0.64361,0.32243,0.91445,0.94274,0.89041,0.55595,0.42766,0.75039,0.20968,0.68608,0.39955,0.042693,0.50389,0.68148,0.50695,0.0146,0.49651,0.031034
0.53935,0.73019,0.80059,0.84996,0.47081,0.86438,0.63425,0.22079,0,0.50446,0.94831,0.70582,0.40655,0.84379,0.78286,0.16529,0.41719,0.62283,0.53184,0.24047,0.62931,0.66359,0.95785,0.58255,0.09423,0.76305,0.31921,0.71609,0.20248,0.7711,0.4441,0.83836,0.042249,0.90563,0.39984,0.38226,0.48393,0.93833,0.16025,0.97365,0.95161,0.81543,0.76581,0.95407,0.69464,0.42348,0.48583,0.054617,0.67562,0.22187,0.71771,0.29992,0.51032,0.9859,0.51199,0.40833,0.45508,0.86499,0.67176,0.65388,0.48398
0.87226,0.82394,0.2758,0.475,0.066855,0.011296,0.83993,0.097081,0.50446,0,0.89184,0.034855,0.65509,0.53515,0.012336,0.22888,0.45468,0.67944,0.041072,0.81092,0.28095,0.4452,0.6275,0.039382,0.65417,0.47552,0.35228,0.03169,0.12902,0.093583,0.79141,0.27602,0.11516,0.70042,0.41535,0.491,0.62859,0.22169,0.028599,0.41291,0.13236,0.06426,0.13063,0.66181,0.27679,0.12029,0.91283,0.291,0.51154,0.75249,0.73291,0.59538,0.060656,0.77845,0.59551,0.63258,0.092461,0.67217,0.18341,0.53137,0.40713
